1715,6
1726,22
1731,6
1751,21
1753,22
1754,14
1761,12
1769,23
1773,2
1776,13
1784,16
1786,19
1790,6
1799,1
1818,4
1832,20
1835,25
1839,10
1842,25
1844,9
1846,4
1848,10
1852,15
1887,16
1895,14
1901,8
1903,4
1904,4
1905,4
1908,18
1909,12
1918,3
1929,18
1931,5
1937,21
1939,13
1956,14
1959,6
1963,20
1968,14
1973,15
1982,11
1984,19
1990,2
1992,15
1995,22
1997,12
1999,17
2002,8
2005,16
2008,7
2020,20
2033,20
2035,24
2040,12
2043,12
2044,15
2046,22
2049,1
2057,5
2064,24
2065,24
2068,12
2070,21
2074,24
2084,17
2087,10
2098,11
2109,11
2110,17
2112,12
2115,24
2116,9
2123,9
2127,23
2128,14
2129,19
2132,4
2150,12
2157,2
2159,17
2181,18
2182,23
2183,17
2185,18
2188,22
2191,12
2195,12
2202,21
2203,21
2206,5
2211,1
2218,2
2219,4
2221,5
2228,16
2231,1
2234,12
2240,17
2241,3
2242,6
2243,8
2244,5
2252,9
2256,21
2257,8
2262,20
2263,14
2264,14
2265,19
2268,20
2274,23
2275,4
2288,20
2290,5
2293,1
2295,4
2300,4
2301,4
2308,24
2314,7
2323,24
2325,16
2328,22
2334,10
2337,6
2341,5
2344,14
2345,7
2359,8
2367,1
2373,15
2374,25
2378,22
2381,1
2402,16
2410,9
2412,3
2413,14
2414,11
2421,13
2424,23
2427,4
2437,11
2440,2
2441,10
2450,19
2451,3
2452,17
2463,8
2465,15
2469,4
2471,11
2475,1
2477,6
2487,7
2489,13
2494,6
2499,9
2500,19
2501,11
2504,2
2507,10
2514,12
2520,21
2521,8
2522,21
2523,15
2562,2
2564,7
2568,15
2574,12
2591,5
2592,6
2593,20
2602,16
2610,4
2617,18
2618,11
2629,12
2630,18
2632,11
2638,1
2639,2
2640,15
2643,12
2644,24
2645,3
2646,10
2647,14
2648,3
2649,23
2651,16
2653,23
2660,16
2670,1
2674,8
2677,3
2681,16
2682,2
2688,17
2700,12
2703,8
2705,13
2706,18
2724,21
2732,8
2734,8
2735,9
2739,17
2742,22
2748,20
2767,22
2769,22
2770,5
2771,22
2772,24
2777,20
2784,22
2786,2
2788,17
2790,9
2792,17
2816,22
2817,10
2820,20
2822,5
2824,13
2825,16
2826,18
2833,8
2836,7
2837,23
2846,16
2847,3
2861,16
2865,5
2870,20
2874,22
2877,9
2879,4
2880,20
2885,8
2906,7
2909,6
2913,2
2915,14
2920,11
2925,19
2926,13
2929,10
2933,2
2939,6
2943,14
2947,11
2948,23
2949,2
2951,12
2956,14
2962,4
2966,14
2980,22
2983,5
2985,4
2986,2
2996,17
3000,1
3001,8
3003,25
3007,20
3010,7
3011,18
3012,4
3013,16
3015,22
3021,23
3025,9
3027,13
3028,17
3052,18
3065,12
3066,10
3069,8
3084,2
3085,12
3088,5
3089,10
3096,24
3097,13
3106,23
3107,3
3109,25
3111,3
3125,8
3137,20
3138,16
3143,12
3147,8
3150,4
3161,8
3164,5
3165,8
3169,3
3182,21
3186,25
3188,6
3189,18
3198,1
3201,16
3209,17
3210,1
3215,1
3219,4
3229,22
3234,7
3236,14
3237,14
3241,15
3256,9
3258,11
3262,11
3263,25
3268,2
3274,10
3281,20
3297,15
3299,8
3304,23
3312,3
3314,8
3317,23
3320,17
3321,18
3324,12
3341,4
3346,24
3347,23
3349,11
3367,21
3375,9
3384,10
3386,20
3389,3
3391,24
3400,1
3402,8
3405,2
3411,12
3416,20
3421,23
3435,14
3441,21
3442,15
3451,19
3453,1
3454,12
3456,7
3457,8
3462,25
3469,6
3477,14
3479,6
3487,15
3503,25
3516,4
3521,24
3537,4
3539,5
3540,17
3541,4
3553,3
3559,17
3567,1
3574,25
3575,14
3580,10
3582,18
3584,24
3587,10
3597,18
3601,16
3613,20
3629,15
3633,10
3638,22
3644,6
3648,20
3651,25
3652,8
3656,18
3661,17
3667,11
3669,13
3670,24
3683,24
3685,19
3686,10
3693,2
3696,15
3697,15
3700,9
3701,23
3703,16
3705,16
3709,8
3711,2
3720,8
3724,6
3726,9
3732,22
3735,5
3752,4
3753,13
3756,16
3759,5
3762,16
3764,22
3767,20
3769,7
3770,8
3773,5
3784,12
3785,9
3793,7
3801,24
3818,10
3821,10
3822,15
3824,2
3827,6
3828,19
3830,15
3831,6
3841,22
3842,11
3848,14
3851,14
3854,5
3856,3
3875,12
3877,1
3882,11
3890,14
3891,16
3892,1
3893,18
3897,5
3909,15
3912,16
3915,20
3918,2
3924,22
3927,10
3928,10
3939,9
3946,14
3953,8
3957,10
3958,9
3978,16
3982,17
3985,25
3995,24
4003,9
4006,5
4008,23
4013,8
4018,14
4019,23
4021,3
4036,7
4041,11
4044,15
4048,23
4050,6
4052,25
4053,11
4056,20
4059,14
4060,9
4067,11
4070,18
4075,23
4077,23
4078,4
4090,3
4091,23
4093,17
4097,2
4101,13
4104,23
4106,10
4109,8
4134,6
4136,6
4137,10
4138,15
4142,7
4147,16
4148,21
4151,3
4155,19
4158,17
4160,12
4161,24
4169,3
4171,15
4176,6
4179,1
4181,15
4185,22
4188,14
4196,21
4198,6
4201,16
4208,5
4209,8
4214,1
4219,18
4221,24
4224,19
4227,19
4230,14
4232,8
4234,7
4237,8
4246,25
4247,6
4249,14
4250,6
4251,11
4252,4
4257,10
4270,20
4276,21
4280,23
4298,14
4299,21
4302,18
4306,2
4313,4
4334,6
4336,7
4340,5
4342,6
4344,7
4361,24
4363,9
4367,8
4371,11
4372,8
4379,19
4383,9
4384,4
4388,16
4391,9
4398,10
4402,2
4414,22
4424,12
4441,2
4443,23
4445,8
4451,16
4455,17
4457,6
4466,24
4467,17
4469,14
4475,22
4483,14
4489,1
4493,13
4496,21
4499,19
4500,15
4502,1
4508,18
4511,12
4514,17
4534,19
4539,21
4544,1
4548,20
4556,15
4560,2
4562,7
4565,4
4567,15
4568,14
4570,2
4573,25
4577,7
4597,8
4600,8
4613,2
4614,14
4615,7
4620,11
4624,24
4627,23
4629,4
4640,15
4646,9
4647,18
4658,14
4670,7
4673,13
4677,22
4679,19
4690,5
4703,4
4710,10
4718,22
4729,18
4730,16
4734,4
4737,2
4738,22
4749,11
4759,13
4764,12
4771,13
4782,7
4783,6
4786,23
4787,23
4789,16
4790,10
4794,15
4796,17
4804,23
4826,3
4829,14
4837,11
4838,16
4839,14
4843,6
4846,3
4850,1
4853,2
4876,9
4877,20
4885,9
4887,16
4890,25
4896,17
4904,14
4909,6
4910,19
4912,23
4914,22
4916,15
4927,17
4930,23
4931,11
4935,8
4939,16
4947,8
4950,16
4953,2
4954,25
4958,6
4959,16
4963,9
4968,18
4972,1
4976,2
4978,24
4979,3
4980,9
4985,14
4988,7
4992,14
5004,20
5006,14
5019,24
5041,4
5056,11
5057,8
5059,15
5071,1
5083,2
5087,9
5089,3
5090,5
5096,10
5101,1
5108,18
5112,17
5118,5
5130,2
5131,11
5134,12
5138,6
5141,22
5150,15
5157,1
5169,23
5170,12
5173,2
5175,3
5176,25
5180,22
5184,16
5186,1
5192,9
5193,12
5194,3
5212,15
5213,9
5221,12
5230,15
5235,2
5238,2
5242,8
5243,14
5247,15
5251,7
5262,23
5268,21
5272,12
5274,25
5275,15
5280,6
5283,21
5297,12
5310,7
5312,24
5315,4
5317,13
5324,25
5326,17
5327,16
5328,12
5332,15
5334,23
5342,10
5344,6
5351,11
5360,7
5362,12
5365,16
5374,14
5384,10
5385,22
5389,8
5397,11
5399,13
5400,2
5407,6
5409,3
5411,3
5414,23
5417,1
5424,21
5427,13
5428,3
5430,13
5443,15
5445,3
5452,25
5453,17
5454,12
5455,22
5459,7
5464,21
5467,9
5471,24
5479,7
5494,24
5501,13
5510,15
5512,25
5516,20
5520,8
5529,2
5533,2
5534,21
5541,11
5551,10
5566,14
5573,23
5584,11
5587,16
5588,3
5595,9
5597,4
5598,7
5600,10
5602,7
5603,6
5606,16
5609,20
5614,6
5624,23
5628,19
5643,14
5644,25
5646,15
5647,6
5649,22
5652,22
5657,8
5664,9
5681,22
5684,13
5686,2
5687,20
5697,11
5701,7
5703,9
5705,10
5710,20
5714,1
5725,19
5729,22
5730,8
5731,17
5732,6
5735,16
5736,2
5745,25
5749,16
5752,10
5757,1
5763,22
5764,16
5766,22
5769,13
5772,1
5773,23
5778,11
5780,19
5785,4
5787,21
5789,23
5801,20
5802,19
5803,11
5809,18
5813,15
5817,15
5818,9
5821,18
5824,5
5827,1
5830,15
5835,14
5838,14
5841,18
5842,24
5845,24
5848,23
5854,16
5855,24
5859,3
5862,9
5865,1
5870,14
5874,19
5881,5
5882,11
5884,3
5889,8
5892,20
5894,14
5908,20
5909,16
5915,23
5917,2
5922,5
5941,11
5947,19
5953,23
5956,1
5959,4
5960,11
5966,20
5984,14
5987,19
5989,5
5991,17
5993,16
5997,1
5998,19
5999,25
6005,4
6008,10
6011,5
6017,18
6039,5
6040,25
6045,1
6051,1
6052,21
6064,22
6075,15
6082,19
6090,13
6091,15
6092,5
6093,13
6095,2
6110,2
6129,9
6139,16
6141,23
6151,17
6154,18
6159,18
6168,20
6171,17
6176,13
6179,9
6186,24
6191,7
6196,13
6201,19
6214,7
6221,22
6234,14
6235,23
6237,9
6238,24
6247,24
6253,15
6254,3
6265,10
6277,7
6280,7
6286,6
6288,1
6293,23
6294,12
6295,15
6297,8
6301,25
6305,25
6306,25
6307,17
6311,19
6313,9
6323,14
6325,7
6327,18
6328,20
6331,3
6332,6
6335,6
6341,16
6358,19
6359,21
6360,1
6363,6
6365,12
6368,10
6374,9
6387,2
6388,20
6403,11
6408,17
6410,14
6414,2
6419,8
6422,25
6426,24
6439,10
6442,16
6449,15
6454,21
6459,24
6460,2
6463,23
6466,15
6468,5
6470,6
6471,18
6475,15
6478,15
6479,25
6482,15
6483,3
6486,5
6487,3
6495,4
6496,17
6510,16
6516,10
6526,5
6527,10
6530,20
6531,10
6535,19
6536,8
6546,17
6563,23
6568,6
6582,13
6583,3
6586,4
6590,2
6592,2
6597,16
6600,11
6604,16
6608,22
6610,20
6611,25
6612,20
6615,24
6617,19
6627,7
6630,18
6634,18
6636,20
6640,19
6641,8
6646,13
6667,20
6681,15
6682,24
6685,5
6688,23
6689,19
6701,8
6704,16
6705,12
6706,4
6708,14
6713,25
6720,12
6725,15
6733,3
6753,5
6759,5
6761,1
6778,7
6780,6
6782,9
6799,4
6801,25
6802,13
6807,10
6809,7
6816,10
6830,10
6831,24
6833,13
6837,16
6838,1
6840,15
6842,20
6848,17
6854,14
6855,21
6856,25
6857,8
6861,20
6869,8
6876,1
6877,3
6879,9
6885,8
6894,1
6914,5
6919,12
6920,20
6924,18
6929,18
6932,12
6945,23
6958,25
6963,24
6973,12
6977,23
6978,10
6983,16
6991,15
6996,22
6998,8
7011,17
7013,16
7019,17
7028,8
7029,9
7035,5
7036,3
7042,8
7045,9
7047,14
7051,25
7053,1
7054,18
7057,23
7059,22
7063,3
7067,24
7070,12
7075,22
7083,22
7087,9
7089,16
7091,22
7095,1
7097,2
7100,10
7104,4
7105,1
7112,20
7118,9
7122,21
7127,5
7129,17
7131,22
7139,19
7149,6
7150,9
7166,10
7173,7
7177,9
7178,3
7184,12
7195,12
7199,1
7202,16
7210,2
7216,5
7218,18
7225,14
7228,1
7237,8
7245,10
7248,4
7251,2
7252,12
7259,10
7260,21
7262,14
7263,21
7282,12
7288,1
7291,1
7296,5
7298,10
7300,18
7312,4
7313,7
7324,17
7340,8
7343,9
7353,4
7360,10
7363,23
7366,23
7371,10
7374,17
7375,7
7378,24
7380,16
7384,6
7387,3
7394,15
7403,7
7405,2
7413,4
7414,2
7415,18
7416,20
7418,21
7421,7
7422,23
7424,16
7429,1
7433,9
7434,14
7435,16
7436,12
7446,21
7451,4
7458,25
7459,21
7464,9
7469,16
7480,8
7486,3
7490,14
7492,21
7494,20
7498,24
7507,9
7508,10
7513,4
7517,9
7523,14
7536,14
7538,5
7542,3
7544,10
7548,21
7554,5
7563,13
7568,4
7572,22
7573,20
7584,15
7588,10
7597,13
7601,23
7603,23
7624,13
7625,14
7629,23
7633,15
7636,20
7638,17
7640,12
7647,6
7648,16
7650,5
7653,5
7654,22
7656,4
7662,17
7663,11
7664,16
7670,19
7673,8
7674,2
7676,21
7678,10
7683,17
7686,23
7690,7
7694,25
7704,21
7707,20
7717,17
7718,14
7719,10
7721,21
7723,15
7739,20
7740,25
7744,20
7749,22
7756,13
7761,22
7770,9
7777,6
7778,13
7780,1
7787,21
7788,7
7799,17
7801,20
7803,18
7809,17
7827,6
7853,12
7858,24
7896,7
7898,6
7912,7
7924,20
7927,9
7932,16
7933,5
7942,3
7948,8
7950,6
7951,23
7958,24
7964,1
7966,15
7970,2
7971,11
7977,14
7978,22
7988,16
7989,7
7998,23
8003,20
8005,15
8008,23
8011,10
8023,9
8029,16
8038,3
8039,10
8047,5
8048,21
8058,19
8061,17
8063,23
8078,21
8082,14
8086,1
8089,3
8090,13
8093,24
8095,22
8108,24
8110,25
8114,10
8116,9
8121,20
8123,6
8125,24
8127,24
8130,10
8137,9
8149,18
8157,18
8179,21
8182,15
8191,3
8192,14
8194,2
8200,19
8204,17
8205,15
8209,6
8219,18
8228,19
8237,9
8251,1
8260,22
8262,20
8265,13
8276,18
8278,20
8283,9
8286,23
8287,15
8291,8
8293,7
8297,23
8299,10
8302,4
8309,24
8312,17
8313,25
8329,5
8333,21
8335,13
8364,15
8369,2
8370,15
8371,16
8378,13
8379,2
8388,13
8398,2
8400,22
8410,15
8415,18
8416,17
8418,16
8422,24
8424,5
8425,12
8431,22
8433,13
8440,20
8444,5
8458,18
8465,23
8472,5
8473,11
8474,2
8491,6
8493,17
8512,22
8523,9
8525,1
8526,23
8527,12
8533,23
8536,9
8539,18
8548,1
8553,13
8556,9
8558,9
8569,24
8570,19
8572,9
8580,16
8584,11
8585,15
8586,24
8588,16
8590,4
8594,21
8596,19
8599,3
8601,5
8608,8
8609,11
8610,14
8611,7
8616,21
8619,20
8628,7
8631,16
8640,3
8645,17
8653,9
8656,17
8657,8
8661,18
8665,10
8676,10
8681,6
8687,19
8690,21
8691,24
8701,13
8721,5
8725,16
8729,5
8737,11
8744,22
8748,11
8752,24
8755,10
8756,18
8759,15
8765,3
8781,11
8785,24
8788,2
8789,10
8792,7
8794,6
8795,9
8804,24
8806,13
8808,21
8813,9
8823,12
8825,24
8831,4
8833,2
8836,18
8837,24
8839,3
8843,17
8848,4
8856,18
8858,16
8859,2
8870,20
8871,25
8872,11
8878,9
8881,2
8884,6
8891,15
8892,16
8893,7
8899,17
8904,2
8906,24
8911,3
8927,9
8932,17
8948,13
8951,14
8957,10
8968,20
8973,8
8979,17
8981,24
8982,9
8987,21
8991,20
8995,4
9004,4
9005,11
9006,18
9007,17
9011,17
9012,1
9014,4
9015,20
9019,22
9020,19
9021,24
9022,23
9023,6
9035,13
9039,20
9045,14
9046,16
9047,14
9061,19
9073,2
9078,13
9079,6
9083,9
9089,14
9090,19
9091,11
9095,13
9099,4
9100,6
9104,8
9105,12
9108,7
9109,7
9123,23
9141,15
9142,24
9147,16
9154,7
9164,3
9168,14
9170,12
9174,18
9176,19
9178,10
9179,15
9187,6
9188,24
9198,13
9204,7
9219,6
9225,24
9231,18
9235,18
9240,17
9245,20
9248,15
9249,13
9256,22
9261,10
9262,7
9266,8
9268,23
9276,18
9280,22
9289,10
9290,16
9292,1
9293,24
9295,12
9296,13
9297,20
9307,9
9312,16
9320,9
9321,8
9325,17
9333,11
9337,3
9351,6
9362,25
9363,18
9368,17
9369,9
9374,1
9382,15
9383,1
9387,7
9389,5
9392,12
9393,20
9400,16
9407,8
9419,8
9421,2
9431,5
9436,19
9437,3
9457,23
9459,11
9461,2
9484,15
9490,21
9493,9
9496,20
9498,18
9505,15
9514,10
9516,10
9517,11
9520,11
9521,6
9535,13
9539,1
9541,15
9546,2
9548,22
9551,22
9558,9
9562,25
9574,24
9581,25
9588,4
9592,1
9594,7
9605,9
9612,6
9614,19
9615,6
9616,12
9621,7
9624,9
9628,23
9635,1
9639,4
9641,10
9645,22
9653,6
9658,24
9659,25
9677,10
9680,25
9681,4
9683,20
9684,15
9690,16
9701,13
9704,6
9705,4
9710,16
9712,21
9713,17
9717,12
9720,24
9723,15
9727,6
9728,18
9737,9
9738,19
9739,25
9741,7
9756,24
9759,18
9765,3
9770,7
9773,24
9782,12
9783,23
9789,20
9793,1
9794,20
9795,18
9801,22
9807,15
9814,16
9815,3
9817,6
9820,1
9826,12
9829,9
9831,8
9840,13
9847,5
9850,24
9856,24
9858,15
9859,1
9869,23
9872,18
9887,2
9898,25
9900,8
9903,21
9905,12
9908,15
9909,12
9911,14
9923,5
9925,15
9926,4
9930,12
9931,14
9935,12
9940,21
9947,25
9948,25
9955,19
9957,5
9980,1
9981,5
9985,15
9994,16
9996,10
10014,16
10035,23
10036,7
10044,8
10047,4
10058,14
10075,21
10080,8
10083,20
10085,11
10090,14
10091,25
10092,18
10100,25
10101,3
10105,23
10117,2
10120,4
10128,16
10151,10
10160,8
10166,20
10169,8
10171,16
10176,12
10184,8
10189,21
10191,15
10195,2
10196,7
10198,5
10202,15
10204,6
10208,13
10213,19
10221,24
10223,20
10226,3
10233,24
10255,25
10258,16
10259,24
10261,9
10266,23
10267,1
10268,13
10269,4
10281,8
10282,5
10284,15
10289,17
10294,9
10295,2
10297,2
10298,2
10299,2
10301,1
10302,25
10303,19
10310,19
10313,1
10317,3
10322,7
10333,23
10345,25
10346,25
10350,9
10353,8
10354,5
10355,19
10362,18
10371,5
10376,11
10380,2
10390,17
10391,20
10392,22
10393,20
10399,11
10403,9
10408,2
10409,21
10420,3
10423,1
10431,7
10432,24
10433,17
10436,10
10437,22
10440,17
10444,16
10445,11
10449,25
10451,21
10452,1
10454,4
10475,13
10477,15
10479,8
10480,11
10484,10
10486,4
10487,24
10491,10
10509,21
10513,2
10521,11
10522,2
10525,8
10528,24
10533,22
10538,5
10540,14
10546,8
10547,23
10549,3
10550,20
10553,5
10558,18
10560,6
10563,6
10567,6
10576,25
10599,10
10606,16
10607,2
10610,6
10613,22
10622,12
10623,1
10628,12
10635,21
10654,22
10660,8
10673,6
10685,21
10692,11
10696,13
10701,5
10704,4
10718,23
10723,25
10727,10
10741,21
10745,24
10748,23
10750,22
10758,18
10761,5
10770,6
10784,11
10786,1
10787,7
10792,25
10797,8
10800,15
10815,16
10816,23
10818,10
10825,18
10827,6
10830,2
10834,16
10837,18
10839,8
10841,15
10844,8
10848,21
10851,10
10853,18
10867,16
10872,25
10873,6
10882,15
10887,3
10891,14
10895,22
10896,2
10901,9
10906,18
10916,22
10923,13
10925,25
10938,11
10945,7
10952,12
10954,5
10959,4
10978,7
10979,19
10980,16
10993,25
10995,20
10996,15
10999,12
11002,8
11004,19
11006,3
11008,3
11023,19
11025,9
11035,15
11036,8
11041,18
11050,10
11056,18
11057,25
11058,3
11063,12
11068,3
11071,19
11072,23
11073,3
11082,13
11084,14
11087,18
11091,8
11095,16
11096,5
11099,17
11114,18
11123,12
11125,4
11133,11
11135,15
11139,9
11140,21
11144,4
11149,7
11153,24
11154,17
11157,19
11163,21
11172,2
11181,11
11190,19
11191,4
11193,16
11195,7
11209,21
11210,21
11211,12
11214,10
11215,25
11220,1
11221,10
11226,13
11233,16
11237,2
11238,4
11240,17
11243,6
11254,3
11263,2
11265,5
11275,13
11276,22
11278,20
11283,4
11292,2
11293,17
11299,13
11305,13
11308,8
11312,9
11323,23
11340,12
11343,19
11356,5
11362,3
11372,6
11380,14
11386,17
11388,24
11396,2
11400,5
11409,11
11424,9
11425,3
11427,21
11432,10
11434,17
11435,15
11439,1
11440,17
11442,8
11449,7
11452,12
11459,16
11467,21
11468,15
11482,1
11483,20
11488,7
11495,21
11498,18
11499,16
11501,10
11509,2
11511,25
11513,17
11520,6
11526,3
11529,7
11531,23
11532,6
11536,12
11543,23
11550,5
11552,12
11553,16
11556,15
11562,17
11566,7
11570,11
11571,20
11575,24
11578,12
11580,8
11581,11
11587,8
11607,7
11617,4
11627,5
11629,13
11647,3
11649,24
11652,4
11654,5
11660,18
11662,17
11665,9
11669,3
11673,1
11677,10
11682,20
11697,12
11699,3
11713,21
11717,17
11719,12
11722,14
11725,14
11726,16
11727,17
11730,5
11737,21
11740,5
11741,11
11749,6
11753,7
11756,1
11773,24
11781,14
11783,12
11784,14
11787,9
11798,9
11800,25
11801,12
11806,19
11812,17
11815,20
11819,7
11822,8
11823,18
11831,5
11833,21
11835,5
11841,24
11842,19
11844,4
11845,22
11848,24
11849,15
11851,10
11855,12
11856,18
11858,7
11861,1
11864,24
11865,25
11867,20
11868,25
11871,13
11876,4
11879,12
11889,19
11896,17
11899,22
11905,19
11922,16
11930,7
11940,9
11947,21
11950,10
11955,3
11961,22
11962,11
11968,5
11977,1
11984,17
11987,10
11988,10
11989,12
12002,13
12005,8
12012,12
12018,1
12019,5
12024,8
12032,19
12033,15
12044,18
12048,21
12062,22
12071,3
12082,17
12083,19
12088,18
12096,16
12097,1
12107,5
12114,9
12122,17
12126,6
12132,2
12135,25
12139,6
12140,25
12142,16
12147,7
12156,13
12157,18
12158,7
12164,3
12171,14
12178,6
12179,8
12180,25
12184,8
12185,24
12186,11
12188,1
12193,8
12198,4
12203,25
12207,12
12212,14
12215,7
12216,23
12229,3
12230,21
12235,11
12238,24
12245,14
12248,22
12253,9
12266,11
12268,15
12270,23
12271,4
12272,2
12273,11
12274,15
12278,23
12281,8
12284,14
12285,20
12289,9
12290,3
12291,12
12294,1
12295,17
12302,3
12316,5
12317,14
12319,16
12320,10
12323,16
12324,22
12339,18
12340,10
12350,15
12357,7
12362,19
12364,9
12366,2
12378,8
12379,8
12380,1
12381,5
12388,22
12395,17
12403,22
12415,7
12417,23
12420,6
12429,25
12433,11
12434,6
12440,21
12458,10
12464,13
12470,19
12472,21
12473,10
12480,3
12492,7
12494,20
12495,24
12500,15
12502,24
12503,15
12505,25
12516,20
12527,5
12534,13
12535,17
12546,22
12548,16
12552,25
12555,4
12556,8
12558,12
12559,4
12564,6
12594,5
12596,17
12600,9
12608,20
12616,14
12617,6
12626,18
12639,2
12645,15
12649,25
12656,10
12662,14
12666,24
12670,7
12672,21
12673,5
12679,22
12692,7
12695,22
12698,21
12701,5
12703,25
12718,7
12727,20
12729,21
12739,13
12742,23
12746,3
12758,4
12760,22
12765,1
12766,19
12767,21
12771,3
12779,13
12780,9
12786,20
12790,8
12803,21
12804,5
12806,22
12810,24
12813,5
12817,2
12818,14
12824,1
12825,21
12830,23
12842,18
12843,7
12849,15
12853,24
12856,23
12863,16
12866,20
12877,21
12889,15
12890,1
12892,7
12903,11
12904,11
12907,22
12925,2
12927,9
12932,5
12935,7
12943,19
12948,8
12954,6
12961,4
12968,6
12977,21
12979,10
12981,17
12994,24
12997,11
13000,16
13004,25
13008,10
13013,17
13020,8
13031,23
13038,8
13040,8
13045,23
13047,13
13061,6
13062,1
13068,5
13069,8
13072,25
13074,20
13078,17
13084,22
13093,11
13095,18
13100,13
13109,21
13110,11
13117,22
13119,1
13125,25
13137,7
13141,1
13142,4
13157,12
13167,23
13174,8
13177,20
13180,5
13182,19
13187,7
13207,3
13209,22
13216,18
13220,24
13242,25
13246,14
13260,23
13270,12
13271,23
13278,1
13282,4
13286,19
13287,10
13292,10
13294,16
13301,1
13307,10
13310,2
13314,18
13318,14
13330,2
13331,11
13342,11
13344,17
13345,6
13349,3
13358,12
13359,19
13360,16
13363,23
13364,7
13369,6
13374,6
13380,21
13390,18
13392,22
13396,18
13397,17
13401,11
13408,15
13409,25
13412,24
13414,9
13427,4
13441,11
13444,14
13446,1
13447,22
13450,23
13452,13
13476,6
13477,19
13478,18
13480,12
13481,5
13483,20
13487,23
13490,4
13494,24
13502,1
13503,11
13517,1
13519,6
13528,18
13529,18
13530,7
13531,9
13532,3
13540,2
13541,19
13548,9
13554,14
13557,24
13559,17
13571,12
13584,17
13586,17
13589,6
13592,21
13605,13
13609,11
13612,18
13630,14
13636,7
13640,2
13650,15
13651,17
13654,15
13657,14
13663,12
13665,9
13668,11
13669,20
13670,25
13674,7
13675,20
13680,4
13681,1
13682,12
13693,15
13694,6
13696,4
13702,17
13704,9
13707,13
13709,18
13710,15
13723,13
13725,20
13737,18
13739,8
13747,21
13754,17
13776,15
13811,1
13820,21
13826,3
13829,22
13836,9
13840,11
13843,20
13853,4
13859,16
13871,24
13885,16
13888,2
13894,18
13897,7
13899,18
13903,10
13912,14
13925,6
13928,23
13929,10
13930,2
13932,1
13941,16
13947,24
13950,8
13967,19
13968,8
13976,4
13980,13
13981,10
13982,25
13991,8
13995,15
13996,15
14000,16
14001,15
14002,7
14003,4
14009,19
14013,1
14029,21
14036,11
14040,21
14052,25
